Timestamps (ms),a_x,a_y,a_z,g_x,g_y,g_z
100,0.31006471653679485,0.4992789642844285,0.23822245049734064,0.3348494735810517,0.6791184246100501,0.36379126165974657
200,0.4265622864390436,0.6445291340866744,0.2814091347848712,0.46393762837192976,0.5865707962196757,0.2125665556434551
300,0.6553157348298634,0.31232457467867325,0.5516598462294957,0.5189517002329653,0.6742622423785283,0.3824281104677423
400,0.3324575242140469,0.588275441442817,0.47842056759643264,0.462204896544068,0.6454053134028563,0.26134184462857984
500,0.4750571245972072,0.5640692252109544,0.7061524240674396,0.2893653897687953,0.44667540176728865,0.34653886460887906
600,1.0,0.4096644823263516,0.5763697549249754,0.1238899780128442,0.6130930251396266,0.49829605076289796
700,0.8821287004465422,0.35414468060003057,0.29498846286538694,0.15486246336660073,0.7750280270139387,0.47784877588481633
800,0.9200453427745517,0.4122395668591998,0.37401563832295215,0.3151397040375119,0.8365707909596792,0.39126730014852196
900,0.5316573322896305,0.40461722371279846,0.2573670600522815,0.34134719902666066,0.8676690291063651,0.43312033834573993
1000,0.4548623874162583,0.5025751361601652,0.32081142134718343,0.4775828605098563,0.7463578680603552,0.3073482420960494
1100,0.5542046756157184,0.45910695290549247,0.5046887586379742,0.3718865105729063,0.682480396870232,0.4437699650934897
1200,0.4732712027190746,0.36825640541844523,0.4080752457437799,0.42235217836312594,0.8305005710602714,0.3907348170116443
1300,0.5157213398399123,0.47744185679917656,0.26159668103929007,0.41628763933094304,0.7661561489532782,0.4183173563266056
1400,0.416533615979257,0.5010300596267978,0.45883072548174675,0.3415637910134464,0.6811729627069764,0.47774227605834724
1500,0.560111968915681,0.6036232145810962,0.47129699075880926,0.2690058528043891,0.564064257167534,0.49030883570066935
1600,0.563271709957726,0.6587438554027608,0.5104766656902264,0.36647173977487457,0.5889055034640582,0.44014909095954935
1700,0.454725008368864,0.49433472798220546,0.4577176673272708,0.40632445673588935,0.8112626165396026,0.4837060703961354
1800,0.37531985585700556,0.5093734686047057,0.24156162496076844,0.39571150428011476,0.6782779315450046,0.5204472768775151
1900,0.4830251208220663,0.543056175752604,0.35598407762453255,0.32163743110969056,0.6257938088440176,0.5144834825397269
2000,0.3684509264392639,0.715190698746826,0.639591499940005,0.2800519892337352,0.5947889514127123,0.47390841226863606
2100,0.4782168541632646,0.6191898617303425,0.42944597160767256,0.3287849304824446,0.7468248102105647,0.5159744401216247
2200,0.25140388625138815,0.6182628201125985,0.10843976740794457,0.4875460227727889,0.6604408006696325,0.5435569714388521
2300,0.3103395090595463,0.6956197164173422,0.3802487639880174,0.39094650496937366,0.5064437883475651,0.5220447342858822
2400,0.417357890263623,0.7241521383380808,0.3944959269612187,0.2956465268874003,0.5377288142249939,0.5434504776106833
2500,0.42642490165365543,0.743517114765392,0.3595458637188555,0.23196882028560123,0.7609264221189159,0.5123535659876844
2600,0.24068829760265473,0.9252182398554214,0.3619945916587026,0.053714536206018064,0.7924916006624789,0.5494142699490381
2700,0.33190805392841993,0.8717585616849725,0.32548627489393706,0.18258609535032855,0.6881770711148001,0.47795526571411795
2800,0.058523520093937874,0.8691834298270836,0.3662242312416205,0.3383149274773571,0.6975158843123413,0.22385515735681769
2900,0.30772935306300425,0.8898874682810368,0.4479227462699279,0.3463287895109026,0.6274747949741085,0.08977636456039276
3000,0.37628150918876596,0.7157057242579484,0.08726381509864181,0.4041585490673046,0.5619163288872336,0.10308837300216105
3100,0.3258633643670816,0.6232070693216508,0.3107938886589453,0.48083171387988516,0.6197235801779492,0.10937167281765733
3200,0.367901398773699,0.5866273512026721,0.33528117735537066,0.2700888066386815,0.7355248459434733,0.12949947021010008
3300,0.22846155090857115,0.5558288170329946,0.1910287475557421,0.30127789007886013,0.8178931750845895,0.1878594156703523
3400,0.369962084484614,0.6893363922748186,0.22241700610787296,0.2438813124628176,0.7060142026915049,0.21320552860963432
3500,0.49154259880854007,0.5437772071658991,0.3047833746247752,0.275936759783715,0.6193500310164451,0.14994673709044756
3600,0.4510157798272107,0.5038111973868592,0.36177198002780736,0.35932424121540535,0.47413149570100493,0.043024490301407835
3700,0.7341713596761569,0.3909175279078346,0.6280156858355005,0.6162010000963742,0.6503548831877541,0.1358892198662275
3800,0.0,0.6305204444864193,0.4917772747480987,1.0,0.24607770838089246,0.1339723029671234
3900,0.2790170633016623,0.0,0.3806939965477624,0.3062594793431749,0.9115614544661402,0.8452609406702892
4000,0.31624683104947793,0.33488270067039105,0.6344714324294156,0.48343080145561723,0.48347032117187105,0.543130990127877
4100,0.39304178739883777,0.6961347419284647,0.5790410954255133,0.3255360665397129,0.6562383355197384,0.44749733505503225
4200,0.4386516368717514,0.4864033265063664,0.49823301855262736,0.33138401968474634,0.557713872328667,0.5282215122811404
4300,0.37779266723411603,0.6357737046998687,0.31123911192073567,0.41628763933094304,0.9166044058430844,0.5299254495216416
4400,0.21032753960449385,0.5561378366419445,0.21930044327534032,0.5174355664915258,0.7463578680603552,0.5889243659486395
4500,0.2683015320328668,0.682538046923449,0.20883769662326646,0.4379467241496395,0.513821446968892,0.5716719738963557
4600,0.4650284197094578,0.7843071653622279,0.5196037490654974,0.32185402309647626,0.5987112553051446,0.5456868959886286
4700,0.5393505589437134,0.7188988824269079,0.3012215885304522,0.20576132204331307,0.7353380722393872,0.5719914633785956
4800,0.18903372987843378,0.8204619824869127,0.38158444307134315,0.2306692764977352,0.7225438972996231,0.5298189516946059
4900,0.188896362307027,0.8826771111253219,0.4034004014949809,0.0,0.6811729627069764,0.32374866352864906
5000,0.21829548992540265,1.0,0.6832234167872805,0.15529565547302068,0.6656705353238562,0.09968049852115902
5100,0.3738086863356679,0.7345556622673078,0.26582630202629864,0.41758718311880916,0.6779043788768364,0.10543130920147704
5200,0.5859392527777916,0.6807869601856326,0.0,0.41195581992734925,0.8083675794163017,0.12342917004754214
5300,0.29605207665454775,0.6040352349899943,0.3508640101139432,0.37296946562712596,0.769518119460128,0.16006389069848734
5400,0.26156994723455673,0.5955887993984798,0.5184906890514306,0.36473901282672194,0.5702278770689757,0.225346104941548
5500,0.22749986314884804,0.648031333375966,0.4114144202072077,0.2878492560273556,0.4887934374882746,0.22012779339357577
5600,0.1698006632432266,0.6939716218749211,0.3038929281011945,0.14814817073939385,0.5958162199351758,0.20149094358586328
5700,0.34207411491158846,0.7656632289527647,0.3288254493573649,0.128221797416438,0.704426604290123,0.16677315782892393
5800,0.3979874216290463,0.6536966139983134,0.43389820422557634,0.28438380050448053,0.608797168579026,0.15069220588422888
5900,0.5084402445900187,0.4920686071287137,0.34284999140171646,0.3939787805851015,0.4349084918433236,0.0
6000,0.9821407238387362,0.36279711779144114,0.6513899256754045,0.6380766789350685,0.6973291071015912,0.2418530182028828
6100,0.7593117425633019,0.0612880788463401,0.3528675147919999,0.31947152344110574,0.0,1.0
6200,0.7134271120436244,0.7796719314598491,0.1382697631397185,0.21139268116834872,0.9194060552376764,0.5994674988682206
6300,0.4212044921146768,0.5261633174764044,0.8350446513353001,0.03617068083734179,0.7378595531878559,0.6541001203539013
6400,0.4188690597849607,0.7593799134147938,0.371566910383105,0.2919644814109516,0.932013459980019,0.48881788811593907
6500,0.5473185379545911,0.4692014486212167,0.20883769662326646,0.3181719772133852,0.8289129673988932,0.5979765612806579
6600,0.3391891663922949,0.5750907711489756,0.27473078585801547,0.24063244282709198,0.7232910061426238,0.5578274663222416
6700,0.292205497755469,0.5866273512026721,0.35576146599363734,0.29759584460241145,0.7192753127681503,0.559531393565575
6800,0.2819020118209558,0.7663842689706125,0.3161365678004298,0.300194940310992,0.7975345520394233,0.5076677275794222
6900,0.26871363474708704,0.7471222976455258,0.2526922251014372,0.3866146896322041,0.6070227964735581,0.5576144766664709
7000,0.442498273150768,0.7022120386574336,0.35598407762453255,0.32531947658613924,0.6466193589607369,0.5791267218171748
7100,0.2893205492361755,0.7290963918494096,0.3232601585849852,0.20922678163261238,0.8116361639477745,0.61576144246812
7200,0.031047710615070504,0.7544356642057416,0.18546345678336237,0.40697423066303456,0.6599738599220889,0.475931838991377
7300,0.32366531108475977,0.8029511017716912,0.16164397508575853,0.4372969502224944,0.7542958565606006,0.1568689958760884
