time,time_gyro,seconds_elapsed_gyro,z_gyro,y_gyro,x_gyro,time_acce,seconds_elapsed_acce,z_acce,y_acce,x_acce
2022-10-24 11:55:12.528915700,,,,,,1.6666125125289157e+18,0.015915771484375,-2.890679359436035,4.470450878143311,3.49236798286438
2022-10-24 11:55:12.540707600,1.6666125125407076e+18,0.02770751953125,0.0365518853068351,0.0397476814687252,0.0892158970236778,1.6666125125789158e+18,0.065915771484375,-3.02339506149292,4.500814437866211,3.507778525352478
2022-10-24 11:55:12.628915700,1.6666125125887104e+18,0.07571032714843749,-0.0087218526750803,0.2187121044844389,0.06950850598514074,1.6666125126289157e+18,0.115915771484375,-3.1561107635498047,4.531177997589111,3.523189067840576
2022-10-24 11:55:12.636713200,1.6666125126367132e+18,0.123713134765625,-0.0539955906569957,0.3976765275001526,0.0498011149466037,1.6666125126789156e+18,0.165915771484375,-3.9164514541625977,4.627073049545288,3.653104543685913
2022-10-24 11:55:12.728915700,1.6666125126847114e+18,0.1717115478515625,0.04214452393352985,0.7771770060062408,-0.3890878539532423,1.6666125127289157e+18,0.215915771484375,-4.676792144775391,4.722968101501465,3.78302001953125
2022-10-24 11:55:12.732710000,1.66661251273271e+18,0.2197099609375,0.1382846385240554,1.156677484512329,-0.8279768228530884,1.666612512762249e+18,0.24924894205729167,-4.00221061706543,4.477989673614502,3.2789838314056396
2022-10-24 11:55:12.828709000,1.666612512828709e+18,0.315709228515625,0.8008791208267212,2.628340244293213,-1.9640812873840328,1.666612512795582e+18,0.2825821126302083,-3.3276290893554688,4.233011245727539,2.7749476432800293
2022-10-24 11:55:12.828915200,1.666612512876711e+18,0.36371105957031247,0.7390937805175781,2.5447170734405518,-2.0730046033859253,1.6666125128289152e+18,0.315915283203125,-2.653047561645508,3.988032817840576,2.270911455154419
2022-10-24 11:55:12.924713000,1.666612512924713e+18,0.411712890625,0.6773084402084351,2.46109390258789,-2.1819279193878174,1.666612512878915e+18,0.3659151611328125,-0.017707347869873047,4.79042649269104,3.902731776237488
2022-10-24 11:55:12.928915000,1.666612512972711e+18,0.45971105957031255,-0.061718761920928955,1.6536234021186826,-1.4791196882724762,1.666612512928915e+18,0.4159150390625,2.6176328659057617,5.592820167541504,5.534552097320557
2022-10-24 11:55:13.020709000,1.666612513020709e+18,0.507709228515625,-0.800745964050293,0.8461529016494751,-0.776311457157135,1.6666125129789148e+18,0.46591491699218746,2.2897942066192627,3.5033541917800903,3.5589343309402466
2022-10-24 11:55:13.028914700,1.666612513068711e+18,0.5557109375,0.06265085935592651,-0.22124207019805908,-0.29214876890182495,1.6666125130289147e+18,0.515914794921875,1.961955547332764,1.4138882160186768,1.5833165645599363
2022-10-24 11:55:13.116712700,1.6666125131167127e+18,0.603712646484375,0.926047682762146,-1.2886370420455933,0.1920139193534851,1.6666125130789146e+18,0.5659146728515625,2.625993490219116,2.19874906539917,2.6135445833206177
2022-10-24 11:55:13.128914400,1.666612513164711e+18,0.6517110595703125,0.05972138047218323,-0.45453500747680664,0.5097290575504303,1.6666125131289144e+18,0.61591455078125,3.2900314331054688,2.983609914779663,3.643772602081299
2022-10-24 11:55:13.212709400,1.6666125132127094e+18,0.69970947265625,-0.8066049218177795,0.37956702709198,0.8274441957473755,1.6666125131789143e+18,0.665914306640625,1.307138442993164,3.153605341911316,3.7323769330978394
2022-10-24 11:55:13.228914200,1.6666125132607094e+18,0.7477093505859376,-0.5671867430210114,0.19820576068013904,1.0705907940864563,1.6666125132289142e+18,0.7159140625,-0.6757545471191406,3.3236007690429688,3.82098126411438
2022-10-24 11:55:13.308709000,1.666612513308709e+18,0.795709228515625,-0.3277685642242431,0.0168444942682981,1.313737392425537,1.666612513278914e+18,0.7659140625,0.1792621612548828,3.2891714572906494,4.214437127113342
2022-10-24 11:55:13.328914200,1.6666125133567114e+18,0.8437113037109375,-0.3088601231575012,0.1366867488250136,1.0423612594604492,1.6666125133289142e+18,0.8159140625,1.0342788696289062,3.25474214553833,4.607892990112305
2022-10-24 11:55:13.404713500,1.6666125134047135e+18,0.89171337890625,-0.2899516820907593,0.2565290033817291,0.7709851264953613,1.6666125133802383e+18,0.8672382812499999,0.4192681312561035,3.6342923641204834,4.406827211380005
2022-10-24 11:55:13.431562500,1.666612513452788e+18,0.9397879638671875,-0.3014032691717148,-0.0063250064849853516,0.4759068861603737,1.6666125134315625e+18,0.9185625,-0.1957426071166992,4.013842582702637,4.205761432647705
2022-10-24 11:55:13.500862500,1.6666125135008625e+18,0.987862548828125,-0.3128548562526703,-0.2691790163516998,0.180828645825386,1.6666125134815626e+18,0.9685625,-0.15525674819946284,4.246735334396362,4.270724058151245
2022-10-24 11:55:13.531562500,1.666612513548864e+18,1.0358641357421874,-0.21644842252135274,-0.09793775156140327,0.15765914320945734,1.6666125135315625e+18,1.0185625,-0.1147708892822265,4.479628086090088,4.335686683654785
2022-10-24 11:55:13.596865800,1.6666125135968658e+18,1.08386572265625,-0.1200419887900352,0.0733035132288932,0.1344896405935287,1.6666125135815634e+18,1.068563232421875,0.11029863357543947,4.454340696334839,4.2025182247161865
2022-10-24 11:55:13.631564000,1.666612513644865e+18,1.1318651123046877,-0.034554516896605506,0.010719224810600253,0.4593953117728233,1.666612513631564e+18,1.11856396484375,0.3353681564331054,4.42905330657959,4.069349765777588
2022-10-24 11:55:13.692864500,1.6666125136928645e+18,1.179864501953125,0.0509329549968242,-0.0518650636076927,0.7843009829521179,1.6666125136815642e+18,1.16856396484375,1.0180001258850098,4.5719709396362305,3.833625078201294
