Timestamps (ms),a_x,a_y,a_z,g_x,g_y,g_z
100,0.6809427355926714,0.45686841834043523,0.4962746266850558,0.6598403142103343,0.2755421232002264,0.5674391007019232
200,0.6847109213413143,0.5491836006918005,0.4992017158004931,0.6987157037067449,0.39098067311837253,0.5044563317539472
300,0.8371131329577861,0.5134626341300107,0.5337945853460468,0.808052734628923,0.41396049705161153,0.6259655323182095
400,0.698248481176451,0.6845361138111804,0.3576370541401488,0.6820548206320765,0.30585822691748343,0.5632798562441744
500,0.773193532354955,0.7122952101322121,0.7147418995491558,0.5494619766916354,0.31276295642333685,0.5415923943778052
600,0.7228114758484584,0.9354439139696663,0.6495476470300113,0.5650815519055388,0.3936778324802659,0.5888294752720941
700,0.8216217040179529,0.5020577055251622,0.512506666224169,0.7125997783662378,0.41482358950580234,0.5050505063463442
800,0.946407997316709,0.7260671739536392,0.3594997457990603,0.5834779426834628,0.45538891338210363,0.5002970889695213
900,0.8838665620055757,0.9380262077427343,0.6431612756280287,0.581742434980207,0.4239939402485922,0.49613785008951494
1000,0.7041101065610169,0.8248379559202067,0.3706759068668397,0.7431447165502291,0.2768367639070472,0.4937611416799906
1100,0.7169498562930784,0.7441428708518676,0.2099520932118941,0.7004512048932773,0.28956736444038667,0.5481283427828844
1200,0.71373991594547,0.8461413627477246,0.3773283770772381,0.5380076213079911,0.4408242350031746,0.5680332752943201
1300,0.7091343577233857,0.6660300795565965,0.2695582707543039,0.5098923841334729,0.5026432011451887,0.5629827689479759
1400,0.827622897602071,0.5599429333838041,0.24294836768409023,0.30961470850533407,0.6625310043520232,0.5424836618441431
1500,0.692386855791885,0.3451865270217751,0.1822778060223266,0.33703574455356694,0.0,0.24569220352753834
1600,0.778357340058504,0.19649245035214183,0.23443321692909014,0.015966689116778666,0.8219872268976738,0.2780748582567355
1700,0.4908586530826426,0.0346450602560829,0.6934539726472608,0.08156889463663886,0.7671809188481302,0.039512749837961
1800,0.40530687341467997,0.49151354151133636,1.0,0.28011107103326227,0.7054698266032987,0.24628638927542024
1900,0.6435399938700279,0.6860423844367363,0.8829164798397476,0.4442901675351829,0.4330564089920611,0.43761140787551805
2000,0.5973448174514636,0.41598299006214606,0.839808428419126,0.6115931792063086,0.3595856947184711,0.4515745688053687
2100,0.5419385156117841,0.3897301823423325,0.7448110871287765,0.7362026792204825,0.46811952080226077,0.7985739988270231
2200,0.6113010643976987,0.26664330849183676,0.6530069426537284,0.8354737837106027,0.4093213766294868,0.9750445834531898
2300,0.6833152982205709,0.47924793819377687,0.3799893651613975,0.7174591816885285,0.4329485229416709,0.7504456504663964
2400,0.7946861432205342,0.37337599665048693,0.4640766441923834,0.903505703925055,0.023195571727603986,0.6556744013816203
2500,0.7329995347143763,0.7467250747466238,0.3153273102590849,0.6990628039440513,0.39648288599468795,0.5267379682127136
2600,0.6556819284859143,0.6057777266030644,0.2876530119552075,0.658451906744385,0.3905491228402078,0.4477124166637867
2700,0.7410941580248013,0.6143851927566673,0.4076636634652749,0.7091287499262795,0.48473404183563507,0.5282234136180939
2800,0.6985276059171833,0.6970169756852292,0.49361363637803446,0.44533147476382573,0.4244254864756876,0.6859774227264581
2900,0.867956440125458,0.6074992557851095,0.6141564832820716,0.5133634014950015,0.29517745323941924,0.8924539692899763
3000,0.851767193504608,0.7357505733764423,0.6836083278501811,0.6268656522083383,0.5085769602485994,0.3787878755764513
3100,0.7560273433123555,0.656992276046638,0.2772751361983661,0.765706329726001,0.3122235281969205,0.40671419855170127
3200,0.7183454799967404,0.9608359750741197,0.13092070265512085,0.5935438886656911,0.5176394289920685,0.3324420621485004
3300,0.7773804034659407,0.5709175246322973,0.3320915463035989,0.7223186241111597,0.4502103618978141,0.3627450946488232
3400,0.7807298945255433,0.5950183939110607,0.14928154266444044,0.8066643271629738,0.5276728742145838,0.5056446809387412
3500,0.8086423977447112,0.7316620089778189,0.23895688555785113,0.6289482627555899,0.443197738239432,0.47682709384379884
3600,0.7289522201445708,0.575866763743632,0.14529006053820132,0.46442206601636277,0.47351384600775837,0.4625668445022011
3700,0.7938487689983372,0.4854882792524896,0.21500799280041677,0.3266226983340322,0.6390117400391601,0.43107546058598734
3800,0.6785701752964461,0.18831534851838796,0.3294305582194395,0.17771606440738383,0.6677095469239603,0.13903742912836772
3900,0.6812218603334038,0.17432818006745848,0.3674827211658484,0.10482471480374723,0.593375748298318,0.13666071402555244
4000,0.4262412231404226,0.17648004660585923,0.7668972993416093,0.0,0.9013917083768131,0.11764704898045449
4100,0.6581940529012615,0.547462161388067,0.9121873709941205,0.4186046391902058,0.2743553685437957,0.16310160051980993
4200,0.43000941879868165,0.5988917896315067,0.8371474403349666,0.46511625997425243,0.4749163703343278,0.35323826212627424
4300,0.5807368837195149,0.2965542983147627,0.7919105984470174,0.5591808237594521,0.3921674237237339,0.39037432475013223
4400,0.5896688812521371,0.14958172386368132,0.8376796490661084,0.7608469133702636,0.3758765632721717,0.6910279290728023
4500,0.5529639545290851,0.21435291565737438,0.7009047503972171,0.8868448534340035,0.385478460242057,0.8980986279177477
4600,0.702714479942762,0.42007151850944513,0.3999467869069028,0.8740020599362598,0.5214154549344677,0.6161616292326895
4700,0.6902934202363922,0.4676278409107506,0.5045236941916739,0.8455397231761076,0.3759844472970273,1.0
4800,1.0,0.4248056788209137,0.4289515792528598,0.7528635753285976,0.2740317022904866,0.8374925852280719
4900,0.7719374710216592,0.6305242816729844,0.4422565307879666,0.7122526650954847,0.28956736444038667,0.6476530053400638
5000,0.8022225228786805,0.7626489051064516,0.4680681340986395,0.5262061643641452,0.41040024320999274,0.5677361935758641
5100,0.7406754709137027,0.5455253736495324,0.381852067934619,0.5945851958943338,0.5229258636909996,0.5169340450473205
5200,0.8520463182453404,0.5420824051637535,0.6612560057146225,0.49774382239061427,0.33110367208765895,0.5098039226076186
5300,0.9032657489740341,0.781155029239347,0.4800425904802356,0.5144047061169549,0.36595100410004666,0.5118835420476219
5400,0.7390007224693084,0.6718400832589537,0.43054817210335544,0.6820548206320765,0.3442658188480938,0.22043968852904466
5500,0.8720037605244495,0.9429754468540689,0.3930282067737784,0.6483859542454334,0.4017693206936192,0.4429589992869637
5600,0.7288126577742046,0.794926993060774,0.2772751361983661,0.64873305448274,0.5134318507459699,0.4587046934761676
5700,0.7510030921499868,0.671624914580776,0.3509845728154404,0.5272474696377711,0.5562627889723899,0.4851455738349083
5800,0.7847772207537207,0.6546251509517479,0.411389046783098,0.5296771804223293,0.5561549049475344,0.393642301741543
5900,0.6978297940653524,0.5537025024467798,0.3488557823481129,0.3575147432720533,0.6517423385469648,0.4937611416799906
6000,0.575712632557146,0.5844742298972349,0.5141032601860955,0.04651161426732313,0.7164742321005835,0.04159241111103254
6100,0.6856878620143079,0.19606207704446169,0.6538052390789761,0.11662617500595465,0.5251914808768668,0.07843133623900994
6200,0.6634974276385256,0.0,0.5439063470678678,0.2554668303667579,0.541266567202114,0.30600118123198544
6300,0.0,0.19907468121039157,0.6734965620160656,0.3245400903934699,0.6308123596988127,0.0
6400,0.6354453707927704,0.5459558008841994,0.8169239086667355,0.3505726994255834,0.7182004332132421,0.48098633383935363
6500,0.5512892002555049,0.37165452139542876,0.8281000808488247,0.5612634336550313,0.3236594961255776,0.47058823496601515
6600,0.621070436152518,0.25954215790294555,0.7919105984470174,0.7136410725614338,0.3856942303173028,0.4625668445022011
6700,0.5204458930878328,0.31699706638089437,0.8677488255314193,0.8132592707721372,0.4893731602322251,0.7605466631590848
6800,0.7895223355169853,0.5461709695623771,0.4640766441923834,0.9684137285204725,0.3015427565443909,0.875519904162783
6900,0.7906388403091007,0.3322753277913707,0.4707291210713679,0.8399860933123103,0.26216419623687265,0.5056446809387412
7000,0.7451414725946067,0.7607122971245401,0.49893561699207717,0.4973967254116695,0.5968281100129428,0.5267379682127136
7100,0.987439351691927,0.9141404172638368,0.654603535504224,0.6213120249512304,0.42097311868445897,0.6455733886889318
7200,0.8710268239318861,0.5513354672302012,0.044970720850913394,0.8146476586879163,0.08015966155098989,0.4869281048631645
7300,0.8265063869807696,0.5070069446364968,0.5761043247813867,0.68170772039477,0.3354191222054053,0.5472370808942888
7400,0.717368543404177,0.6621566838361506,0.2490686513919667,0.6369316073139792,0.44740531243446124,0.5650623855991079
7500,0.756306468053088,0.8480781055471032,0.3871740329886278,0.434918428544291,0.5384615197642958,0.5252525261539787
7600,0.8287393907358146,0.8627107890203971,0.5492283267927657,0.7584171791255012,0.6542237399868203,0.2804515789372932
7700,0.7510030921499868,1.0,0.3459286954555376,0.634848999373417,0.5382457496890499,0.4759358286085579
7800,0.7214158521447964,0.7092825790027887,0.5071846844986951,0.6383200082632051,0.5544287200391528,0.505941771023811
7900,0.7468162210390011,0.755762968134894,0.0643959338652768,0.6789309054628714,0.28579133647245286,0.4390968504920272
8000,0.856233201014698,0.7299405696740849,0.3541777696307416,0.48698367267541137,0.5244362764986008,0.5510992269003542
8100,0.8256690127585724,0.6074992557851095,0.05135711448151576,0.43665392321410007,0.41870750149859176,0.45603089609712194
8200,0.6041833794285928,0.5444495302586436,0.29803086548342905,0.1489066339266484,0.4960621257394366,0.3642305367075582
8300,0.8301350144394766,0.14094734814355944,0.36162853626638786,0.13745227396174742,0.49304130214976877,0.2439096797503474
8400,0.7565855927938204,0.1689485227092879,0.40899415750735457,0.040610916749836336,0.6465637959750278,0.010398105566629344
8500,0.627490309269793,0.33937647838026197,0.722192677299112,0.22214508376759143,0.5830186428990974,0.11467617601846955
8600,0.5215623920507624,0.5894235588868811,0.789515709171274,0.29156541796471647,0.5775164320483165,0.252525239228816
8700,0.4787167093732261,0.598031025040484,0.8249068951478334,0.4984380293819506,0.349444361420031,0.4022578723754965
8800,0.46713302680364627,0.42846381598487027,0.7839276453088492,0.6862200365132011,0.28956736444038667,0.34759358118753303
8900,0.5893897565114047,0.3501358020844344,0.7605109279396269,0.8500520458112619,0.37878949676038015,0.6642899608600887
9000,0.5207250178285653,0.20058098778727204,0.6966471694625621,1.0,0.44557124248845675,0.6904337600581477
9100,0.7838002725027854,0.29763023158396307,0.19026077027480476,0.9007288889931565,0.4595964871720259,0.7397504464480836
9200,0.8199469555735587,0.4293245805758929,0.2213943530880893,0.6424852306610531,0.36961914601759027,0.6185383276022774
9300,0.7028540423131282,0.8259138442502509,0.2961681738245175,0.5914612807251288,0.32905381890043367,0.5457516332578115
9400,0.773193532354955,0.514108140164544,0.31346461860017333,0.5546685024276423,0.7219764753599183,0.3683897755875644
9500,0.6357244955335029,0.6537643863607253,0.6530069426537284,0.5046858564619991,0.44686588015697565,0.5169340450473205
9600,0.8073863247530436,0.8362427946467434,0.5420436542975252,0.42346406206266674,0.5876577653467567,0.5017825321438046
9700,0.8178535200180658,0.8211797288779382,0.2530601668611356,0.7185005084673416,0.5624123222021158,0.42216280265583533
9800,0.8658630045699652,0.543588765667621,0.0,0.841374507294983,1.0,0.07991680060871464
9900,0.8414395839266958,0.9860128675003951,0.41298563963359364,0.6556750918124864,0.5692091676831137,0.5124777166400188
10000,0.8051533384855565,0.6909917134263825,0.07743484216351734,0.669212066234673,0.45743875725186967,0.4634581102952163
