Timestamp,Milliseconds,X,Y,Z
2022-12-19 13:42:36,7900,-0.66692215,-1.8072877,-0.027963191
2022-12-19 13:42:36,8001,-0.6589326,-1.5175358,-1.2599416
2022-12-19 13:42:36,8100,-0.15399729,0.8196544,0.3257046
2022-12-19 13:42:37,8200,0.50273824,2.7541747,0.47271112
2022-12-19 13:42:37,8301,0.77810913,1.5046195,0.65220815
2022-12-19 13:42:37,8400,0.8132628,0.94482297,1.0175939
2022-12-19 13:42:37,8500,0.99382514,1.263337,1.2258531
2022-12-19 13:42:37,8601,1.1509516,1.3469603,1.6721989
2022-12-19 13:42:37,8700,0.6417553,0.64708155,1.7909758
2022-12-19 13:42:37,8801,-0.28395957,0.21245368,1.6940368
2022-12-19 13:42:37,8901,-0.26265427,0.02123871,2.2346585
2022-12-19 13:42:37,9000,-0.5215135,0.04041347,2.3465114
2022-12-19 13:42:37,9100,-0.7782423,0.30672958,2.1494374
2022-12-19 13:42:38,9200,-1.4493588,-0.038948733,2.0072246
2022-12-19 13:42:38,9301,-1.7657424,-0.21311948,1.7771274
2022-12-19 13:42:38,9400,-0.17263941,0.048935585,1.3648701
2022-12-19 13:42:38,9501,-0.59235364,-0.5571999,1.4921691
2022-12-19 13:42:38,9600,-0.555602,-0.39101863,1.1938951
2022-12-19 13:42:38,9701,-0.49861035,-0.04747085,0.72624403
2022-12-19 13:42:38,9800,-0.4927514,0.05053348,0.7592673
2022-12-19 13:42:38,9900,-0.13162674,-0.039481364,0.6154565
2022-12-19 13:42:38,10000,0.112851456,0.125102,0.3603257
2022-12-19 13:42:38,10100,0.48622665,0.41165814,-0.2910835
2022-12-19 13:42:39,10200,0.5139235,0.70620376,-1.396828
2022-12-19 13:42:39,10301,0.83190495,0.89954925,-2.5201495
2022-12-19 13:42:39,10400,1.1136674,0.78929436,-2.7896614
2022-12-19 13:42:39,10500,0.7562712,0.33815488,-2.7007117
2022-12-19 13:42:39,10600,-0.33349437,-0.47730505,-2.4775388
2022-12-19 13:42:39,10701,-0.53642726,-0.65307367,-2.5116272
2022-12-19 13:42:39,10801,0.0015313176,-0.19234681,-2.3443809
2022-12-19 13:42:39,10900,0.53256565,1.1115369,-1.9614182
2022-12-19 13:42:39,11000,0.124569364,-0.21738052,-1.6210662
2022-12-19 13:42:39,11100,-0.09114669,-0.09487511,-1.0697918
2022-12-19 13:42:40,11201,-0.039481364,-0.41658497,-1.0756508
2022-12-19 13:42:40,11300,0.253999,0.3797002,-0.27776772
2022-12-19 13:42:40,11400,0.3765044,0.821785,0.38695732
2022-12-19 13:42:40,11501,0.7413575,0.5746436,1.0836402
2022-12-19 13:42:40,11600,0.72910696,0.5235109,1.7297232
2022-12-19 13:42:40,11701,0.76213014,0.5181846,2.0887172
2022-12-19 13:42:40,11800,0.36212334,0.19700734,1.7712685
2022-12-19 13:42:40,11901,-0.08262458,-0.12683305,1.7062874
2022-12-19 13:42:40,12001,-0.91193295,-0.31059116,1.9145465
2022-12-19 13:42:40,12100,-1.7646772,-0.2701111,2.2778018
2022-12-19 13:42:41,12200,-1.1500195,0.310458,2.010953
2022-12-19 13:42:41,12301,-1.2458934,-0.034687676,1.7829864
2022-12-19 13:42:41,12400,-0.8123307,-0.32550487,1.4298512
2022-12-19 13:42:41,12500,-0.6584,0.12137357,1.4788533
2022-12-19 13:42:41,12603,-0.50020826,0.03295662,0.74115777
2022-12-19 13:42:41,12701,0.24494424,-0.022969766,0.7470167
2022-12-19 13:42:41,12801,-0.75161064,-0.22164159,0.76512617
2022-12-19 13:42:41,12900,0.0574577,-0.3553323,0.5866944
2022-12-19 13:42:41,13001,0.38183072,0.0073902723,-0.022104237
2022-12-19 13:42:41,13100,-0.33029857,-0.123104624,0.2463424
2022-12-19 13:42:42,13201,-0.54175353,0.14800519,0.22770028
2022-12-19 13:42:42,13300,-0.29354694,0.17410415,-0.07643273
2022-12-19 13:42:42,13401,0.6161889,0.16611467,-0.70493877
2022-12-19 13:42:42,13500,0.35147068,0.8675913,-1.6801884
2022-12-19 13:42:42,13601,0.3994076,1.5397732,-2.6527748
2022-12-19 13:42:42,13700,-0.14068149,0.12723252,-3.9310923
2022-12-19 13:42:42,13800,-0.4565324,0.08355668,-4.152667
2022-12-19 13:42:42,13901,-0.18275943,0.78237015,-3.5236285
2022-12-19 13:42:42,14001,0.5911552,-1.6229969,0.3752394
2022-12-19 13:42:42,14100,0.20180103,-0.47410926,1.5709988
2022-12-19 13:42:43,14201,1.2335097,-0.102331966,1.9236013
2022-12-19 13:42:43,14300,2.203433,-3.08454,1.0010823
2022-12-19 13:42:43,14400,3.156312,-4.251004,-0.7406251
2022-12-19 13:42:43,14501,1.3613414,-3.4424686,-1.449026
2022-12-19 13:42:43,14600,1.4582804,-2.0624185,-0.9350359
2022-12-19 13:42:43,14701,0.60660154,0.3844939,-0.09773801
2022-12-19 13:42:43,14800,0.004194479,0.10432934,0.033289514
2022-12-19 13:42:43,14901,-0.05279717,-0.0016644758,0.010918961
2022-12-19 13:42:43,15001,-0.046938214,-0.14494255,0.12170646
2022-12-19 13:42:43,15100,0.29980537,-0.1971405,0.052464273
2022-12-19 13:42:44,15200,0.17516942,0.16664732,0.18935075
